,AC,AF,AR,AS,AST,AY,AwayTeam,B365A,B365D,B365H,BSA,BSD,BSH,BWA,BWD,BWH,Bb1X2,BbAH,BbAHh,BbAv<2.5,BbAv>2.5,BbAvA,BbAvAHA,BbAvAHH,BbAvD,BbAvH,BbMx<2.5,BbMx>2.5,BbMxA,BbMxAHA,BbMxAHH,BbMxD,BbMxH,BbOU,Date,Div,FTAG,FTHG,FTR,GBA,GBD,GBH,HC,HF,HR,HS,HST,HTAG,HTHG,HTR,HY,HomeTeam,IWA,IWD,IWH,LBA,LBD,LBH,Referee,SBA,SBD,SBH,SJA,SJD,SJH,VCA,VCD,VCH,WHA,WHD,WHH
267,3,13,1,13,5,2,Portsmouth,3.8,3.4,2.0,3.4,3.2,2.15,3.7,3.35,1.95,36,24,0.0,1.71,2.06,3.64,2.55,1.47,3.32,2.03,1.78,2.17,4.01,2.7,1.53,3.45,2.2,33,2010-02-27,E0,2,1,A,3.4,3.25,2.1,4,12,0,14,8,1,1,D,1,Burnley,3.6,3.3,2.0,3.4,3.4,2.1,M Clattenburg,3.4,3.25,2.0,3.75,3.4,2.0,3.75,3.4,2.05,3.5,3.4,2.05
268,2,12,0,8,6,1,Man City,7.5,4.33,1.44,7.5,4.0,1.44,8.0,4.1,1.4,37,25,-1.0,2.03,1.73,7.72,2.18,1.71,4.17,1.43,2.11,1.82,9.0,2.28,1.8,4.66,1.47,33,2010-02-27,E0,4,2,A,7.5,4.0,1.45,3,21,2,23,13,1,1,D,3,Chelsea,7.0,4.0,1.45,7.5,4.2,1.44,M Dean,7.5,4.0,1.4,7.0,4.33,1.44,8.5,4.5,1.4,7.5,4.2,1.44
269,6,7,0,17,11,1,Arsenal,1.73,3.6,5.0,1.67,3.6,5.0,1.65,3.5,5.25,38,26,0.75,1.91,1.83,1.69,1.9,1.98,3.55,5.19,2.01,1.92,1.77,1.94,2.02,3.82,5.78,35,2010-02-27,E0,3,1,A,1.73,3.5,4.75,3,12,1,4,3,1,1,D,0,Stoke,1.7,3.5,4.9,1.73,3.5,5.0,P Walton,1.65,3.4,5.0,1.73,3.5,5.0,1.67,3.75,5.5,1.7,3.4,5.5
270,5,22,0,12,7,5,Blackburn,9.0,4.75,1.36,8.0,4.2,1.4,9.25,4.25,1.35,38,26,-1.5,1.99,1.76,9.54,1.86,2.01,4.51,1.35,2.12,1.83,11.52,1.89,2.06,5.12,1.4,35,2010-02-28,E0,1,2,H,8.5,4.5,1.35,4,10,0,12,6,1,2,H,1,Liverpool,8.2,4.5,1.37,9.5,4.5,1.36,A Wiley,9.0,4.5,1.3,9.0,4.5,1.36,10.0,4.75,1.36,9.0,4.5,1.36
271,2,16,0,3,1,3,Fulham,3.5,3.2,2.2,3.1,3.25,2.25,3.25,3.25,2.15,38,25,0.0,1.61,2.22,3.37,2.38,1.54,3.24,2.17,1.67,2.37,3.95,2.64,1.58,3.36,2.25,34,2010-02-28,E0,0,0,D,3.2,3.2,2.2,2,15,0,12,5,0,0,D,3,Sunderland,3.2,3.2,2.2,3.5,3.3,2.1,M Atkinson,3.0,3.2,2.2,3.2,3.25,2.25,3.5,3.25,2.2,3.3,3.3,2.2
272,9,18,0,14,10,4,Everton,4.0,3.4,2.0,4.0,3.2,1.95,3.85,3.4,1.9,38,24,0.0,1.8,1.96,3.84,2.67,1.42,3.32,1.98,1.88,2.05,4.11,2.95,1.5,3.46,2.13,35,2010-02-28,E0,1,2,H,3.75,3.35,1.95,6,9,0,13,9,0,2,H,1,Tottenham,3.9,3.3,1.9,4.0,3.4,1.91,S Bennett,3.75,3.25,1.9,4.0,3.25,2.0,4.33,3.4,1.91,4.0,3.4,1.91
273,2,12,0,8,5,4,Burnley,21.0,7.5,1.14,21.0,7.0,1.14,17.0,6.5,1.15,39,27,-2.0,2.77,1.4,18.86,2.13,1.75,7.35,1.14,3.0,1.47,23.0,2.22,1.78,8.8,1.16,37,2010-03-06,E0,1,3,H,15.0,7.0,1.15,8,5,0,20,11,0,1,H,0,Arsenal,15.0,6.5,1.15,21.0,8.0,1.12,C Foy,17.0,7.0,1.12,17.0,7.5,1.14,23.0,9.0,1.12,21.0,8.0,1.12
274,3,21,1,15,7,5,Bolton,4.5,3.5,1.8,4.5,3.4,1.83,4.75,3.35,1.75,39,28,0.0,1.8,1.95,4.67,3.26,1.31,3.46,1.78,1.95,2.03,5.15,3.5,1.33,3.73,1.85,37,2010-03-06,E0,2,1,A,4.5,3.4,1.8,6,13,0,18,8,2,0,A,2,West Ham,4.3,3.4,1.8,4.5,3.5,1.8,L Probert,4.2,3.4,1.75,4.5,3.4,1.83,4.5,3.6,1.83,5.0,3.5,1.73
275,4,8,0,15,6,1,Man United,1.33,5.0,10.0,1.33,4.5,11.0,1.3,4.75,10.0,39,27,0.0,1.99,1.76,1.33,1.07,7.34,4.7,9.86,2.08,1.84,1.4,1.1,9.0,5.15,11.0,37,2010-03-06,E0,1,0,A,1.3,4.75,10.0,2,9,0,12,6,0,0,D,2,Wolves,1.35,4.5,8.5,1.3,5.0,10.0,P Walton,1.25,5.0,10.0,1.33,4.5,11.0,1.36,4.5,11.0,1.33,4.6,10.0
276,1,21,0,7,4,1,Hull,10.0,4.5,1.36,9.0,4.5,1.36,8.5,4.5,1.35,39,27,-1.25,1.98,1.77,9.04,2.03,1.85,4.45,1.37,2.11,1.86,10.92,2.06,1.9,4.94,1.4,36,2010-03-07,E0,1,5,H,9.0,4.5,1.35,4,12,0,18,10,1,2,H,0,Everton,7.5,4.3,1.4,8.0,4.5,1.4,L Mason,8.0,4.2,1.35,9.0,4.5,1.36,10.0,4.75,1.36,9.0,4.5,1.36
277,7,14,0,11,3,5,Liverpool,1.57,3.8,6.5,1.57,3.6,6.25,1.6,3.5,5.75,39,26,1.0,1.71,2.06,1.61,2.12,1.77,3.62,5.84,1.78,2.17,1.67,2.2,1.82,3.88,6.5,33,2010-03-08,E0,0,1,H,1.65,3.35,5.75,4,15,0,12,4,0,1,H,1,Wigan,1.65,3.5,5.3,1.62,3.6,6.0,A Marriner,1.6,3.6,5.0,1.62,3.6,6.0,1.57,4.0,6.0,1.62,3.6,6.0
278,6,13,0,10,6,2,Birmingham,3.1,3.25,2.38,3.0,3.2,2.3,3.0,3.2,2.3,33,25,0.0,1.6,2.24,2.98,2.16,1.68,3.25,2.37,1.65,2.41,3.28,2.3,1.73,3.4,2.42,33,2010-03-09,E0,2,1,A,2.9,3.2,2.35,5,12,0,11,8,2,0,A,1,Portsmouth,2.85,3.2,2.4,2.75,3.2,2.25,M Jones,2.8,3.2,2.3,3.0,3.25,2.38,3.0,3.4,2.3,2.9,3.2,2.15
279,7,10,1,7,2,2,Bolton,3.75,3.25,2.1,3.4,3.2,2.1,3.65,3.25,2.0,35,26,0.0,1.69,2.09,3.7,2.61,1.45,3.27,2.05,1.76,2.22,4.0,2.85,1.5,3.38,2.14,35,2010-03-09,E0,0,4,H,3.75,3.2,2.0,2,14,0,12,7,0,1,H,2,Sunderland,3.4,3.25,2.1,3.0,3.2,2.1,S Bennett,3.4,3.25,2.0,3.75,3.25,2.05,3.75,3.25,2.1,3.2,3.2,2.0
280,4,10,0,8,3,0,Stoke,2.88,3.3,2.5,2.7,3.2,2.5,2.75,3.2,2.45,36,25,0.0,1.66,2.14,2.77,2.0,1.8,3.22,2.52,1.74,2.22,2.93,2.12,1.86,3.33,2.66,35,2010-03-10,E0,1,1,D,2.75,3.2,2.5,4,12,0,10,3,1,0,A,2,Burnley,2.85,3.2,2.4,2.6,3.2,2.38,H Webb,2.6,3.2,2.5,2.75,3.2,2.6,2.88,3.25,2.5,2.6,3.1,2.4
281,4,11,0,13,11,1,Everton,2.4,3.25,3.0,2.5,3.2,2.8,2.45,3.1,2.85,29,17,0.0,1.66,2.14,2.42,1.72,2.1,3.22,2.94,1.73,2.28,2.5,1.76,2.25,3.36,3.21,23,2010-03-13,E0,2,2,D,2.4,3.2,2.85,5,10,0,7,4,2,1,A,1,Birmingham,2.5,3.2,2.7,2.5,3.3,2.8,L Probert,2.4,3.2,2.7,2.5,3.2,2.88,2.38,3.4,3.0,2.38,3.2,3.0
282,6,13,0,13,7,2,Wigan,3.6,3.3,2.1,3.5,3.2,2.15,3.5,3.25,2.05,28,7,0.0,1.71,2.06,3.57,2.46,1.5,3.26,2.09,1.81,2.16,3.8,2.63,1.56,3.43,2.2,25,2010-03-13,E0,0,4,H,3.5,3.2,2.1,3,20,0,8,6,0,1,H,1,Bolton,3.6,3.3,2.0,3.5,3.3,2.1,M Dean,3.2,3.2,2.1,3.75,3.25,2.05,3.5,3.25,2.2,3.6,3.25,2.1
283,6,21,0,7,3,4,Wolves,3.3,3.3,2.25,3.0,3.2,2.38,3.2,3.2,2.2,31,7,0.0,1.67,2.11,3.16,2.23,1.63,3.22,2.28,1.75,2.21,3.35,2.4,1.68,3.31,2.4,24,2010-03-13,E0,2,1,A,3.2,3.2,2.2,11,10,0,22,11,1,0,A,1,Burnley,3.2,3.2,2.2,3.2,3.25,2.25,S Bennett,3.0,3.2,2.2,3.2,3.25,2.25,3.25,3.25,2.3,3.3,3.2,2.25
284,1,10,0,4,2,1,West Ham,15.0,6.0,1.22,15.0,5.5,1.22,12.0,6.0,1.2,30,12,-1.75,2.21,1.61,14.21,1.84,2.04,5.72,1.22,2.35,1.67,18.0,1.87,2.09,6.4,1.25,19,2010-03-13,E0,1,4,H,13.0,5.5,1.22,11,13,0,22,15,1,1,D,0,Chelsea,12.0,5.0,1.25,15.0,6.0,1.2,M Clattenburg,12.0,5.5,1.2,13.0,6.0,1.22,15.0,6.0,1.22,15.0,5.5,1.22
285,8,13,0,18,9,2,Arsenal,1.4,4.5,7.5,1.4,4.5,7.5,1.4,4.25,7.5,29,10,1.25,2.18,1.63,1.41,1.98,1.91,4.38,7.94,2.36,1.72,1.44,2.02,1.97,4.82,9.03,22,2010-03-13,E0,2,1,A,1.4,4.5,7.0,2,16,1,7,2,1,1,D,2,Hull,1.4,4.5,7.0,1.4,4.5,8.0,A Marriner,1.36,4.5,6.75,1.4,4.33,8.5,1.36,4.75,8.5,1.36,4.6,9.0
286,6,6,0,10,5,4,Aston Villa,2.25,3.25,3.3,2.25,3.25,3.2,2.3,3.25,3.25,31,12,0.0,1.69,2.09,2.25,1.6,2.28,3.22,3.19,1.75,2.22,2.38,1.64,2.44,3.34,3.44,28,2010-03-13,E0,0,0,D,2.2,3.2,3.2,8,6,0,13,6,0,0,D,0,Stoke,2.35,3.2,2.9,2.3,3.2,3.2,K Friend,2.25,3.2,2.9,2.25,3.25,3.2,2.25,3.25,3.25,2.3,3.2,3.2
287,6,7,0,10,7,0,Blackburn,7.5,4.33,1.44,8.0,4.0,1.44,8.15,4.4,1.42,29,10,-1.0,1.95,1.8,7.68,2.12,1.76,4.21,1.44,2.06,1.86,8.86,2.22,1.8,4.63,1.47,26,2010-03-13,E0,1,3,H,7.0,4.0,1.45,5,12,0,14,7,0,1,H,0,Tottenham,6.5,3.9,1.5,7.5,4.2,1.44,H Webb,7.0,4.1,1.4,7.0,4.33,1.44,8.5,4.0,1.44,8.0,4.0,1.44
288,1,11,0,8,5,1,Fulham,15.0,6.0,1.22,15.0,5.5,1.22,11.0,5.25,1.25,28,10,-1.75,2.2,1.62,14.06,1.88,2.0,5.65,1.22,2.33,1.7,18.0,1.92,2.04,6.52,1.25,8,2010-03-14,E0,0,3,H,13.0,5.5,1.22,11,7,0,33,19,0,0,D,1,Man United,13.0,5.3,1.22,15.0,6.0,1.2,M Jones,10.0,5.5,1.22,15.0,5.5,1.22,15.0,6.0,1.22,15.0,5.5,1.22
289,7,10,0,13,9,4,Man City,2.1,3.4,3.6,2.2,3.25,3.3,2.1,3.4,3.55,30,8,0.0,1.76,2.01,2.12,1.51,2.45,3.29,3.44,1.86,2.1,2.2,1.57,2.7,3.43,3.75,27,2010-03-14,E0,1,1,D,2.1,3.2,3.5,3,12,0,12,7,0,1,H,2,Sunderland,2.0,3.3,3.6,2.1,3.3,3.5,C Foy,2.05,3.25,3.25,2.1,3.4,3.4,2.1,3.25,3.6,2.15,3.25,3.4
290,4,15,0,7,3,2,Portsmouth,13.0,5.5,1.25,13.0,5.25,1.25,11.0,5.25,1.25,30,7,-1.5,2.15,1.66,12.35,2.03,1.84,5.34,1.25,2.28,1.77,15.0,2.1,1.88,6.06,1.28,26,2010-03-15,E0,1,4,H,13.0,5.0,1.25,8,10,0,23,12,0,3,H,0,Liverpool,12.0,5.0,1.25,13.0,6.0,1.22,S Attwell,11.0,5.25,1.22,12.0,5.5,1.25,15.0,5.5,1.25,13.0,5.75,1.22
291,8,14,0,18,10,1,Aston Villa,2.1,3.3,3.6,2.1,3.2,3.4,2.05,3.3,3.45,28,9,0.0,1.63,2.21,2.11,1.51,2.5,3.27,3.52,1.7,2.33,2.2,1.57,2.75,3.4,3.93,8,2010-03-16,E0,2,1,A,2.1,3.25,3.4,7,10,0,10,6,1,1,D,2,Wigan,2.2,3.2,3.2,2.2,3.25,3.3,S Bennett,2.1,3.2,3.2,2.2,3.25,3.4,2.1,3.25,3.6,2.15,3.25,3.4
292,2,24,0,8,4,4,West Ham,13.0,5.75,1.25,15.0,5.5,1.22,12.0,5.5,1.22,29,12,0.0,2.39,1.53,13.95,10.8,1.03,5.85,1.22,2.61,1.57,16.29,13.0,1.06,6.81,1.25,22,2010-03-20,E0,0,2,H,13.0,5.5,1.22,4,7,1,9,5,0,1,H,1,Arsenal,12.0,5.5,1.22,15.0,5.5,1.22,M Atkinson,12.0,5.5,1.2,15.0,6.0,1.2,15.0,6.0,1.22,15.0,5.5,1.22
293,5,12,0,7,4,2,Wolves,9.0,4.33,1.4,8.5,4.33,1.4,8.5,4.5,1.35,30,11,-1.25,1.89,1.85,8.76,1.87,2.01,4.34,1.39,2.0,2.0,10.0,1.89,2.08,4.61,1.44,30,2010-03-20,E0,2,2,D,9.0,4.0,1.4,7,10,0,11,3,2,1,A,1,Aston Villa,7.5,4.3,1.4,8.0,4.5,1.4,M Clattenburg,8.5,4.33,1.33,9.0,4.5,1.36,9.0,4.5,1.4,9.0,4.2,1.4
294,3,17,1,6,4,1,Bolton,7.0,3.8,1.53,6.5,3.9,1.53,6.5,3.5,1.55,31,14,-1.0,1.96,1.79,6.64,1.94,1.91,3.81,1.53,2.11,1.85,7.33,2.01,1.95,4.24,1.57,30,2010-03-20,E0,0,2,H,6.0,3.75,1.55,6,12,0,18,11,0,0,D,1,Everton,6.5,3.9,1.5,6.5,3.6,1.57,A Wiley,6.0,3.75,1.5,7.0,3.75,1.53,7.0,4.0,1.53,6.5,3.8,1.53
295,1,8,0,9,5,0,Hull,3.5,3.2,2.2,3.4,3.25,2.15,3.4,3.2,2.1,30,17,0.0,1.79,1.96,3.42,2.46,1.53,3.28,2.14,1.9,2.02,3.64,2.62,1.6,3.47,2.23,30,2010-03-20,E0,2,3,H,3.4,3.2,2.15,11,7,0,18,10,1,1,D,1,Portsmouth,3.35,3.3,2.1,3.4,3.4,2.1,P Dowd,3.2,3.2,2.1,3.5,3.3,2.1,3.6,3.25,2.1,3.5,3.3,2.1
296,7,9,0,16,9,2,Tottenham,2.1,3.3,3.6,2.15,3.25,3.4,2.1,3.25,3.35,29,16,0.0,1.71,2.06,2.16,1.56,2.38,3.25,3.44,1.77,2.19,2.3,1.62,2.7,3.35,3.75,27,2010-03-20,E0,2,1,A,2.1,3.2,3.5,6,7,1,8,4,0,0,D,2,Stoke,2.1,3.25,3.4,2.1,3.3,3.5,M Dean,2.05,3.2,3.3,2.1,3.3,3.5,2.1,3.25,3.75,2.1,3.3,3.5
297,10,8,0,21,14,1,Birmingham,3.5,3.2,2.2,3.2,3.25,2.25,3.4,3.2,2.1,29,16,0.0,1.63,2.19,3.43,2.39,1.56,3.23,2.16,1.7,2.29,3.77,2.62,1.62,3.37,2.25,27,2010-03-20,E0,1,3,H,3.4,3.2,2.15,7,8,0,11,9,0,2,H,0,Sunderland,3.2,3.2,2.2,3.5,3.3,2.1,P Walton,3.2,3.2,2.1,3.3,3.25,2.2,3.5,3.25,2.2,3.5,3.3,2.1
298,3,15,0,13,8,3,Burnley,5.0,3.6,1.73,4.75,3.4,1.8,5.0,3.25,1.75,28,11,0.0,1.8,1.96,4.67,3.27,1.3,3.44,1.79,1.96,2.05,5.07,3.75,1.36,3.65,1.87,27,2010-03-20,E0,0,1,H,4.5,3.5,1.75,5,10,0,21,11,0,0,D,1,Wigan,4.3,3.4,1.8,4.5,3.5,1.8,M Jones,4.5,3.4,1.7,4.5,3.5,1.8,4.75,3.5,1.8,5.0,3.5,1.73
299,11,9,0,14,8,1,Chelsea,1.44,4.33,7.5,1.44,4.0,8.0,1.45,3.75,8.0,32,12,0.0,1.9,1.85,1.44,1.12,5.74,4.16,7.59,2.0,1.95,1.5,1.14,6.5,4.68,8.51,32,2010-03-21,E0,1,1,D,1.45,4.0,7.0,3,10,0,8,4,1,0,A,0,Blackburn,1.45,4.0,7.0,1.44,4.2,7.5,S Bennett,1.44,3.8,7.0,1.44,4.0,8.0,1.44,4.33,8.0,1.44,4.2,7.5
300,2,9,0,14,9,0,Man City,2.38,3.25,3.1,2.2,3.25,3.25,2.3,3.25,2.95,31,16,0.0,1.68,2.11,2.28,1.62,2.22,3.26,3.14,1.75,2.26,2.38,1.71,2.4,3.36,3.4,29,2010-03-21,E0,2,1,A,2.25,3.2,3.1,4,8,0,10,4,2,0,A,0,Fulham,2.4,3.2,2.85,2.25,3.3,3.1,L Probert,2.2,3.2,3.0,2.25,3.3,3.2,2.3,3.25,3.2,2.3,3.3,3.1
301,2,15,0,4,2,3,Liverpool,5.5,3.75,1.67,5.5,3.5,1.67,5.0,3.6,1.65,32,13,0.0,1.75,2.01,5.29,3.78,1.23,3.58,1.68,1.84,2.11,5.75,4.2,1.26,4.0,1.74,31,2010-03-21,E0,1,2,H,5.0,3.5,1.7,1,10,0,10,5,1,1,D,2,Man United,4.9,3.5,1.7,5.0,3.75,1.67,H Webb,5.0,3.4,1.65,5.5,3.5,1.67,5.5,3.6,1.67,5.5,3.5,1.67
302,5,24,0,5,4,2,Wolves,4.5,3.6,1.8,4.75,3.4,1.8,4.5,3.6,1.72,29,12,-0.75,1.79,1.97,4.71,1.85,2.04,3.49,1.77,1.86,2.08,5.05,1.89,2.09,3.74,1.86,28,2010-03-23,E0,3,1,A,4.5,3.5,1.75,8,9,0,17,10,1,0,A,0,West Ham,4.6,3.5,1.75,3.75,3.3,1.8,P Dowd,4.2,3.4,1.75,4.5,3.5,1.8,4.75,3.5,1.8,4.33,3.3,1.7
303,7,7,0,10,5,0,Sunderland,7.0,3.8,1.53,6.5,3.6,1.57,5.5,4.0,1.55,30,14,-1.0,1.95,1.81,6.47,1.88,1.99,3.79,1.55,2.05,1.92,7.0,1.91,2.03,4.16,1.62,29,2010-03-24,E0,1,1,D,6.5,3.75,1.53,6,5,0,11,4,1,1,D,0,Aston Villa,6.5,3.9,1.5,5.5,3.5,1.53,M Dean,5.5,3.6,1.55,6.5,3.75,1.57,6.5,4.0,1.57,6.0,3.4,1.5
304,6,10,0,8,5,1,Birmingham,4.0,3.25,2.0,3.5,3.25,2.1,3.8,3.3,1.95,29,11,0.0,1.69,2.09,3.79,2.63,1.43,3.28,2.02,1.74,2.23,4.07,2.75,1.47,3.43,2.13,26,2010-03-24,E0,1,2,H,3.75,3.25,2.0,5,18,0,9,7,0,1,H,2,Blackburn,3.5,3.25,2.05,3.2,3.2,2.0,M Clattenburg,3.4,3.25,2.0,3.8,3.3,2.0,4.0,3.25,2.0,3.5,3.2,1.91
305,4,10,0,10,7,2,Everton,4.33,3.5,1.83,4.5,3.3,1.85,4.0,3.6,1.8,29,11,0.0,1.93,1.82,4.16,3.0,1.35,3.4,1.89,2.01,1.93,4.5,3.4,1.42,3.6,2.0,28,2010-03-24,E0,2,0,A,4.25,3.4,1.83,7,11,0,12,5,1,0,A,3,Man City,4.3,3.4,1.8,3.75,3.3,1.8,P Walton,4.0,3.4,1.8,4.33,3.5,1.83,4.0,3.4,1.95,3.75,3.3,1.8
306,6,11,0,20,11,2,Chelsea,1.3,5.0,12.0,1.25,5.25,12.0,1.25,5.25,11.0,27,11,0.0,2.17,1.64,1.27,1.05,8.55,5.25,11.53,2.39,1.73,1.3,1.07,10.0,5.63,14.0,24,2010-03-24,E0,5,0,A,1.27,5.25,10.0,1,11,0,10,6,1,0,A,3,Portsmouth,1.27,5.0,10.0,1.29,4.5,8.0,L Mason,1.25,5.0,10.0,1.29,5.5,10.0,1.29,5.5,11.0,1.22,5.0,9.5
307,6,13,0,13,8,2,Arsenal,1.5,4.2,7.0,1.53,3.8,6.5,1.48,4.1,6.25,30,16,1.0,2.0,1.77,1.53,1.95,1.91,3.92,6.52,2.13,1.85,1.56,2.02,1.95,4.31,7.0,30,2010-03-27,E0,1,1,D,1.53,3.75,6.5,3,13,0,7,3,0,0,D,3,Birmingham,1.55,3.7,6.0,1.53,3.5,5.5,H Webb,1.5,3.75,6.0,1.53,4.0,6.5,1.53,4.0,7.0,1.53,3.8,6.5
308,6,15,0,13,8,0,Man United,1.4,4.5,8.5,1.44,4.2,7.5,1.4,4.4,7.25,29,12,1.25,2.03,1.74,1.41,1.98,1.9,4.36,8.03,2.14,1.8,1.44,2.03,1.94,4.75,8.95,27,2010-03-27,E0,4,0,A,1.4,4.25,8.0,11,14,0,14,10,1,0,A,0,Bolton,1.43,4.1,7.3,1.33,4.0,8.0,M Atkinson,1.35,4.33,7.5,1.4,4.5,8.0,1.4,4.5,8.5,1.4,4.5,8.0
309,6,5,0,7,5,2,Aston Villa,8.0,4.75,1.4,8.0,4.5,1.4,7.25,4.4,1.4,30,12,0.0,2.19,1.64,8.4,6.21,1.1,4.46,1.39,2.35,1.73,9.42,7.0,1.14,5.0,1.44,28,2010-03-27,E0,1,7,H,8.0,4.0,1.42,8,12,0,13,11,1,2,H,3,Chelsea,8.0,4.7,1.35,8.0,3.75,1.36,P Walton,7.5,4.33,1.35,8.0,4.5,1.4,9.0,4.5,1.4,8.5,4.6,1.36
310,8,15,0,12,9,4,Fulham,3.0,3.25,2.4,2.8,3.25,2.5,2.75,3.25,2.45,29,17,0.0,1.7,2.08,2.94,2.1,1.71,3.26,2.4,1.78,2.19,3.24,2.25,1.75,3.36,2.5,27,2010-03-27,E0,0,2,H,2.85,3.25,2.4,6,11,0,7,4,0,1,H,2,Hull,3.1,3.3,2.2,2.5,3.25,2.4,C Foy,2.7,3.2,2.4,3.0,3.25,2.4,2.88,3.25,2.5,2.88,3.2,2.5
311,2,9,0,8,3,1,Portsmouth,17.0,6.0,1.2,12.0,5.5,1.25,13.5,5.75,1.2,29,10,-1.75,2.25,1.6,14.19,2.12,1.78,5.89,1.22,2.48,1.67,17.8,2.2,1.83,6.7,1.25,26,2010-03-27,E0,0,2,H,11.0,5.25,1.25,11,5,0,16,8,0,2,H,0,Tottenham,10.0,5.5,1.25,11.0,5.0,1.2,K Friend,11.0,5.25,1.22,12.0,5.5,1.25,15.0,6.0,1.22,15.0,6.0,1.2
312,7,17,0,12,7,2,Stoke,3.6,3.3,2.1,3.5,3.25,2.1,3.5,3.25,2.05,29,14,0.0,1.7,2.08,3.48,2.44,1.51,3.27,2.11,1.78,2.16,3.71,2.62,1.57,3.4,2.23,27,2010-03-27,E0,1,0,A,3.75,3.25,2.0,6,14,0,17,7,0,0,D,0,West Ham,3.6,3.3,2.0,3.2,3.2,2.0,A Marriner,3.25,3.25,2.05,3.5,3.4,2.1,3.5,3.25,2.2,3.6,3.2,2.1
313,7,12,0,22,13,1,Everton,2.0,3.4,3.8,2.1,3.25,3.5,2.0,3.3,3.6,29,13,0.0,1.73,2.05,2.05,1.48,2.51,3.33,3.65,1.82,2.16,2.1,1.52,2.68,3.52,4.02,29,2010-03-27,E0,0,0,D,2.05,3.3,3.5,3,14,0,9,2,0,0,D,1,Wolves,2.05,3.3,3.4,2.0,3.2,3.2,M Jones,2.0,3.25,3.4,2.1,3.3,3.5,2.05,3.25,3.75,2.0,3.3,3.8
314,2,12,0,12,5,2,Blackburn,2.88,3.25,2.5,2.62,3.25,2.62,2.6,3.2,2.6,28,20,0.0,1.81,1.95,2.71,1.97,1.83,3.27,2.57,1.97,2.02,2.91,2.08,1.88,3.4,2.7,29,2010-03-28,E0,1,0,A,2.6,3.25,2.6,7,15,0,7,3,1,0,A,3,Burnley,2.6,3.2,2.6,2.5,3.2,2.5,M Dean,2.55,3.2,2.55,2.75,3.3,2.5,2.75,3.25,2.62,2.62,3.3,2.62
315,2,9,0,7,2,1,Sunderland,11.0,5.25,1.3,12.0,4.75,1.3,10.0,4.75,1.3,28,10,0.0,2.0,1.75,10.66,8.19,1.06,4.97,1.3,2.1,1.83,12.5,10.0,1.08,5.5,1.33,23,2010-03-28,E0,0,3,H,10.0,4.75,1.3,9,11,0,25,16,0,2,H,0,Liverpool,10.0,5.5,1.25,8.0,4.0,1.33,P Dowd,9.0,4.75,1.29,11.0,5.0,1.3,12.0,5.0,1.3,11.0,5.0,1.29
316,4,13,1,9,3,2,Wigan,11.0,4.75,1.33,9.0,4.5,1.36,10.0,4.75,1.3,27,9,0.0,2.04,1.72,9.97,6.99,1.08,4.69,1.34,2.16,1.77,11.92,8.6,1.12,5.27,1.4,23,2010-03-29,E0,0,3,H,9.5,4.5,1.33,3,12,0,10,8,0,0,D,3,Man City,8.0,4.7,1.35,8.0,4.0,1.33,S Attwell,10.0,4.5,1.29,11.0,4.5,1.33,11.0,4.5,1.36,9.5,4.8,1.33
317,4,13,1,3,2,2,Wolves,15.0,6.0,1.22,12.0,6.0,1.22,12.0,6.0,1.2,35,11,0.0,2.38,1.53,13.3,10.18,1.03,5.85,1.22,2.5,1.61,16.0,12.0,1.05,6.5,1.27,25,2010-04-03,E0,0,1,H,13.0,6.0,1.2,10,10,0,23,13,0,0,D,0,Arsenal,14.0,5.5,1.2,12.0,5.5,1.17,A Marriner,13.0,6.0,1.17,15.0,6.0,1.2,12.0,6.5,1.22,15.0,6.0,1.2
318,8,14,0,13,9,0,Aston Villa,2.5,3.25,2.88,2.4,3.25,2.88,2.2,3.3,3.1,35,26,0.0,1.73,2.02,2.43,1.74,2.05,3.24,2.92,1.8,2.14,2.6,1.85,2.2,3.35,3.0,31,2010-04-03,E0,1,0,A,2.3,3.25,3.0,6,13,0,14,10,1,0,A,2,Bolton,2.4,3.1,2.95,2.38,3.2,2.6,M Jones,2.4,3.2,2.7,2.38,3.25,3.0,2.5,3.2,2.88,2.38,3.25,3.0
319,7,8,0,20,14,0,Man City,1.7,3.8,5.0,1.73,3.6,4.5,1.65,3.7,4.9,36,17,0.0,1.98,1.75,1.7,1.26,3.51,3.63,4.99,2.13,1.86,1.75,1.3,4.0,3.9,5.5,31,2010-04-03,E0,6,1,A,1.73,3.5,4.75,6,5,0,14,7,5,0,A,0,Burnley,1.7,3.5,4.9,1.62,3.5,4.5,A Wiley,1.65,3.6,4.6,1.73,3.5,5.0,1.67,3.75,5.5,1.7,3.6,5.0
320,3,11,0,11,5,1,Chelsea,2.75,3.2,2.63,2.75,3.2,2.4,2.7,3.2,2.5,36,25,0.0,1.71,2.06,2.75,1.94,1.84,3.17,2.6,1.8,2.23,2.91,2.0,1.95,3.25,2.79,32,2010-04-03,E0,2,1,A,2.7,3.2,2.55,3,14,0,9,3,1,0,A,3,Man United,2.8,3.1,2.5,2.8,3.3,2.4,M Dean,2.65,3.1,2.5,2.7,3.25,2.6,2.75,3.2,2.62,2.75,3.1,2.62
